subj,run,set,block,cond,rules,af,mean_accu,median_rt,block1_correct,block2_correct,members,F1Ans,F2Ans,F3Ans,LatentF,ExpectedB1F,B1_t0,B1_t1,B1_t2,B1_t3,B1_t4,B1_t5,B1_t6,B1_t7,B1_t8,B1_t9,B1_t10,B1_t11,B1_t12,B1_t13,B2_t0,B2_t1,B2_t2,B2_t3,B2_t4,B2_t5,B2_t6,B2_t7,B2_t8,B2_t9,B2_t10,B2_t11,B2_t12,B2_t13,B2_t14,B2_t15,group_n
sub-CGAY241,5,9,2,Destroy,4R,2,0.8125,1.276864149956964,0.0,1.0,"[sub-CGAY241, 5, 9, 2, Destroy, 4R, 2, 0.812500, 1.276864, 0.0, 1.0]",1,0,1,1_0_1,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_0,B2_t3_1,B2_t4_0,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY242,2,3,1,Destroy,4R,1,0.9285714285714286,1.045491100056097,0.0,1.0,"[sub-CGAY242, 2, 3, 1, Destroy, 4R, 1, 0.928571, 1.045491, 0.0, 1.0]",0,0,1,0_1_1,1_0_0,B1_t0_1,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY242,2,3,2,Destroy,4R,1,0.9375,1.0473255000542847,0.0,1.0,"[sub-CGAY242, 2, 3, 2, Destroy, 4R, 1, 0.937500, 1.047326, 0.0, 1.0]",0,1,1,0_1_1,1_0_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY242,4,6,1,Preserve,2R,1,0.8571428571428571,0.8491797000169754,0.0,1.0,"[sub-CGAY242, 4, 6, 1, Preserve, 2R, 1, 0.857143, 0.849180, 0.0, 1.0]",0,1,1,0_1_0,0_1_0,B1_t0_0,B1_t1_1,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY242,4,6,2,Preserve,2R,1,0.875,1.0146402501268312,0.0,1.0,"[sub-CGAY242, 4, 6, 2, Preserve, 2R, 1, 0.875000, 1.014640, 0.0, 1.0]",0,1,0,0_1_0,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_0,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY243,1,1,1,Destroy,4R,1,1.0,0.9676977000199258,0.0,1.0,"[sub-CGAY243, 1, 1, 1, Destroy, 4R, 1, 1.000000, 0.967698, 0.0, 1.0]",1,1,1,0_1_1,1_0_0,B1_t0_nan,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY243,1,1,2,Destroy,4R,1,0.9375,0.8263469499070197,0.0,1.0,"[sub-CGAY243, 1, 1, 2, Destroy, 4R, 1, 0.937500, 0.826347, 0.0, 1.0]",0,1,1,0_1_1,1_0_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY243,3,5,1,Expand,4R,1,0.9285714285714286,0.945324799977243,0.0,1.0,"[sub-CGAY243, 3, 5, 1, Expand, 4R, 1, 0.928571, 0.945325, 0.0, 1.0]",1,1,1,0_1_1,0_0_1,B1_t0_1,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY243,3,5,2,Expand,4R,1,1.0,0.8044009499717504,0.0,1.0,"[sub-CGAY243, 3, 5, 2, Expand, 4R, 1, 1.000000, 0.804401, 0.0, 1.0]",0,1,1,0_1_1,0_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY244,1,1,1,Destroy,4R,1,0.8571428571428571,1.3869535999838263,0.0,1.0,"[sub-CGAY244, 1, 1, 1, Destroy, 4R, 1, 0.857143, 1.386954, 0.0, 1.0]",1,1,1,0_1_1,1_0_0,B1_t0_0,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_0,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY244,1,1,2,Destroy,4R,1,1.0,0.8847816500347108,0.0,1.0,"[sub-CGAY244, 1, 1, 2, Destroy, 4R, 1, 1.000000, 0.884782, 0.0, 1.0]",0,1,1,0_1_1,1_0_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY244,2,2,1,Destroy,4R,1,0.9285714285714286,0.9794156000716612,0.0,1.0,"[sub-CGAY244, 2, 2, 1, Destroy, 4R, 1, 0.928571, 0.979416, 0.0, 1.0]",1,1,1,1_1_0,0_0_1,B1_t0_0,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY244,2,2,2,Destroy,4R,1,0.875,1.0921322500798851,0.0,1.0,"[sub-CGAY244, 2, 2, 2, Destroy, 4R, 1, 0.875000, 1.092132, 0.0, 1.0]",1,1,0,1_1_0,0_0_1,,,,,,,,,,,,,,,B2_t0_0,B2_t1_1,B2_t2_0,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY244,2,3,1,Expand,4R,1,1.0,0.9530233001569286,0.0,1.0,"[sub-CGAY244, 2, 3, 1, Expand, 4R, 1, 1.000000, 0.953023, 0.0, 1.0]",1,1,1,0_1_1,0_0_1,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY244,2,3,2,Expand,4R,1,1.0,1.0139163499698043,0.0,1.0,"[sub-CGAY244, 2, 3, 2, Expand, 4R, 1, 1.000000, 1.013916, 0.0, 1.0]",0,1,1,0_1_1,0_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY244,3,4,1,Preserve,1R,1,0.9285714285714286,1.098631449858658,0.0,1.0,"[sub-CGAY244, 3, 4, 1, Preserve, 1R, 1, 0.928571, 1.098631, 0.0, 1.0]",1,1,1,1_0_1,1_0_1,B1_t0_1,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY244,3,4,2,Preserve,1R,1,0.9375,0.9233480001566932,0.0,1.0,"[sub-CGAY244, 3, 4, 2, Preserve, 1R, 1, 0.937500, 0.923348, 0.0, 1.0]",1,0,1,1_0_1,1_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_0,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY244,4,6,1,Preserve,2R,1,0.8571428571428571,0.9150167999323457,0.0,1.0,"[sub-CGAY244, 4, 6, 1, Preserve, 2R, 1, 0.857143, 0.915017, 0.0, 1.0]",0,1,1,0_1_0,0_1_0,B1_t0_0,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY244,4,6,2,Preserve,2R,1,0.9375,0.7481591999530792,0.0,1.0,"[sub-CGAY244, 4, 6, 2, Preserve, 2R, 1, 0.937500, 0.748159, 0.0, 1.0]",0,1,0,0_1_0,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY244,4,7,1,Destroy,4R,1,0.7857142857142857,0.8692436499986798,0.0,1.0,"[sub-CGAY244, 4, 7, 1, Destroy, 4R, 1, 0.785714, 0.869244, 0.0, 1.0]",1,1,1,1_0_1,0_1_0,B1_t0_0,B1_t1_0,B1_t2_1,B1_t3_0,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY244,4,7,2,Destroy,4R,1,0.9375,0.766047100070864,0.0,1.0,"[sub-CGAY244, 4, 7, 2, Destroy, 4R, 1, 0.937500, 0.766047, 0.0, 1.0]",1,0,1,1_0_1,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY245,1,0,1,Preserve,1R,1,0.8571428571428571,1.0743997000390664,0.0,1.0,"[sub-CGAY245, 1, 0, 1, Preserve, 1R, 1, 0.857143, 1.074400, 0.0, 1.0]",1,1,1,1_0_1,1_0_1,B1_t0_1,B1_t1_0,B1_t2_1,B1_t3_0,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY245,1,0,2,Preserve,1R,1,0.9375,1.047378999995999,0.0,1.0,"[sub-CGAY245, 1, 0, 2, Preserve, 1R, 1, 0.937500, 1.047379, 0.0, 1.0]",1,0,1,1_0_1,1_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_0,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY245,2,3,1,Destroy,4R,1,0.8461538461538461,0.9621705999597908,0.0,1.0,"[sub-CGAY245, 2, 3, 1, Destroy, 4R, 1, 0.846154, 0.962171, 0.0, 1.0]",1,1,1,0_1_1,1_0_0,B1_t0_1,B1_t1_nan,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_0,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY245,2,3,2,Destroy,4R,1,0.9375,0.8249806499807164,0.0,1.0,"[sub-CGAY245, 2, 3, 2, Destroy, 4R, 1, 0.937500, 0.824981, 0.0, 1.0]",0,1,1,0_1_1,1_0_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY245,3,4,1,Destroy,4R,1,1.0,0.7979788499651477,0.0,1.0,"[sub-CGAY245, 3, 4, 1, Destroy, 4R, 1, 1.000000, 0.797979, 0.0, 1.0]",1,1,1,1_1_0,0_0_1,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY245,3,4,2,Destroy,4R,1,0.9375,0.8401495500002056,0.0,1.0,"[sub-CGAY245, 3, 4, 2, Destroy, 4R, 1, 0.937500, 0.840150, 0.0, 1.0]",1,1,0,1_1_0,0_0_1,,,,,,,,,,,,,,,B2_t0_0,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY245,3,5,1,Expand,4R,2,1.0,0.8067929000826553,0.0,1.0,"[sub-CGAY245, 3, 5, 1, Expand, 4R, 2, 1.000000, 0.806793, 0.0, 1.0]",0,0,0,0_1_1,0_0_1,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY245,3,5,2,Expand,4R,2,0.9375,0.9925909000448883,0.0,1.0,"[sub-CGAY245, 3, 5, 2, Expand, 4R, 2, 0.937500, 0.992591, 0.0, 1.0]",0,1,1,0_1_1,0_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY245,4,6,1,Preserve,2R,1,0.8571428571428571,0.8046791000524536,0.0,1.0,"[sub-CGAY245, 4, 6, 1, Preserve, 2R, 1, 0.857143, 0.804679, 0.0, 1.0]",0,1,1,0_1_0,0_1_0,B1_t0_0,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY245,4,6,2,Preserve,2R,1,0.9375,0.816225649905391,0.0,1.0,"[sub-CGAY245, 4, 6, 2, Preserve, 2R, 1, 0.937500, 0.816226, 0.0, 1.0]",0,1,0,0_1_0,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY246,1,0,1,Destroy,4R,2,1.0,0.8625627000583336,0.0,1.0,"[sub-CGAY246, 1, 0, 1, Destroy, 4R, 2, 1.000000, 0.862563, 0.0, 1.0]",0,1,1,1_1_0,0_0_1,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY246,1,0,2,Destroy,4R,2,0.9375,0.7488392500672489,0.0,1.0,"[sub-CGAY246, 1, 0, 2, Destroy, 4R, 2, 0.937500, 0.748839, 0.0, 1.0]",1,1,0,1_1_0,0_0_1,,,,,,,,,,,,,,,B2_t0_0,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY246,1,1,1,Expand,4R,2,0.9285714285714286,0.9081988501129672,0.0,1.0,"[sub-CGAY246, 1, 1, 1, Expand, 4R, 2, 0.928571, 0.908199, 0.0, 1.0]",1,1,0,0_1_1,0_0_1,B1_t0_1,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY246,1,1,2,Expand,4R,2,0.9375,0.7541838499018922,0.0,1.0,"[sub-CGAY246, 1, 1, 2, Expand, 4R, 2, 0.937500, 0.754184, 0.0, 1.0]",0,1,1,0_1_1,0_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY246,2,3,1,Destroy,4R,2,1.0,0.8097590500256047,0.0,1.0,"[sub-CGAY246, 2, 3, 1, Destroy, 4R, 2, 1.000000, 0.809759, 0.0, 1.0]",1,1,0,0_1_1,1_0_0,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY246,2,3,2,Destroy,4R,2,0.875,0.7273056000703946,0.0,1.0,"[sub-CGAY246, 2, 3, 2, Destroy, 4R, 2, 0.875000, 0.727306, 0.0, 1.0]",0,1,1,0_1_1,1_0_0,,,,,,,,,,,,,,,B2_t0_0,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY246,4,6,1,Preserve,2R,1,0.9285714285714286,0.8182307499228045,0.0,1.0,"[sub-CGAY246, 4, 6, 1, Preserve, 2R, 1, 0.928571, 0.818231, 0.0, 1.0]",0,1,1,0_1_0,0_1_0,B1_t0_1,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY246,4,6,2,Preserve,2R,1,0.9375,0.8112886500312015,0.0,1.0,"[sub-CGAY246, 4, 6, 2, Preserve, 2R, 1, 0.937500, 0.811289, 0.0, 1.0]",0,1,0,0_1_0,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY247,1,0,1,Destroy,4R,2,0.8571428571428571,2.0443104000296444,0.0,1.0,"[sub-CGAY247, 1, 0, 1, Destroy, 4R, 2, 0.857143, 2.044310, 0.0, 1.0]",0,1,1,1_1_0,0_0_1,B1_t0_0,B1_t1_1,B1_t2_1,B1_t3_0,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY247,1,0,2,Destroy,4R,2,0.9375,1.465897399932146,0.0,1.0,"[sub-CGAY247, 1, 0, 2, Destroy, 4R, 2, 0.937500, 1.465897, 0.0, 1.0]",1,1,0,1_1_0,0_0_1,,,,,,,,,,,,,,,B2_t0_0,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY247,1,1,1,Expand,4R,1,0.8461538461538461,1.3263503001071513,0.0,1.0,"[sub-CGAY247, 1, 1, 1, Expand, 4R, 1, 0.846154, 1.326350, 0.0, 1.0]",1,1,1,0_1_1,0_0_1,B1_t0_0,B1_t1_nan,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_0,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY247,1,1,2,Expand,4R,1,1.0,0.7812147499062121,0.0,1.0,"[sub-CGAY247, 1, 1, 2, Expand, 4R, 1, 1.000000, 0.781215, 0.0, 1.0]",0,1,1,0_1_1,0_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY247,2,3,1,Destroy,4R,2,0.8571428571428571,1.53581289970316,0.0,1.0,"[sub-CGAY247, 2, 3, 1, Destroy, 4R, 2, 0.857143, 1.535813, 0.0, 1.0]",1,1,0,0_1_1,1_0_0,B1_t0_0,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_0,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY247,2,3,2,Destroy,4R,2,0.9375,1.0796326496638358,0.0,1.0,"[sub-CGAY247, 2, 3, 2, Destroy, 4R, 2, 0.937500, 1.079633, 0.0, 1.0]",0,1,1,0_1_1,1_0_0,,,,,,,,,,,,,,,B2_t0_0,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY247,3,4,1,Preserve,1R,1,0.7857142857142857,1.587013800162822,0.0,1.0,"[sub-CGAY247, 3, 4, 1, Preserve, 1R, 1, 0.785714, 1.587014, 0.0, 1.0]",1,1,1,1_0_1,1_0_1,B1_t0_0,B1_t1_0,B1_t2_1,B1_t3_0,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY247,3,4,2,Preserve,1R,1,1.0,1.1200590999796987,0.0,1.0,"[sub-CGAY247, 3, 4, 2, Preserve, 1R, 1, 1.000000, 1.120059, 0.0, 1.0]",1,0,1,1_0_1,1_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY247,4,6,1,Preserve,2R,1,0.9285714285714286,1.7780966500286013,0.0,1.0,"[sub-CGAY247, 4, 6, 1, Preserve, 2R, 1, 0.928571, 1.778097, 0.0, 1.0]",0,1,1,0_1_0,0_1_0,B1_t0_1,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY247,4,6,2,Preserve,2R,1,0.9375,0.8085059500299394,0.0,1.0,"[sub-CGAY247, 4, 6, 2, Preserve, 2R, 1, 0.937500, 0.808506, 0.0, 1.0]",0,1,0,0_1_0,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY249,1,0,1,Preserve,1R,1,0.6923076923076923,1.3545178002677858,0.0,1.0,"[sub-CGAY249, 1, 0, 1, Preserve, 1R, 1, 0.692308, 1.354518, 0.0, 1.0]",1,1,1,1_0_1,1_0_1,B1_t0_1,B1_t1_nan,B1_t2_0,B1_t3_0,B1_t4_1,B1_t5_0,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_0,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY249,1,0,2,Preserve,1R,1,0.9375,1.3466648999601603,0.0,1.0,"[sub-CGAY249, 1, 0, 2, Preserve, 1R, 1, 0.937500, 1.346665, 0.0, 1.0]",1,0,1,1_0_1,1_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_0,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY249,2,3,1,Destroy,4R,1,0.9285714285714286,1.371236850041896,0.0,1.0,"[sub-CGAY249, 2, 3, 1, Destroy, 4R, 1, 0.928571, 1.371237, 0.0, 1.0]",1,1,1,0_1_1,1_0_0,B1_t0_1,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY249,2,3,2,Destroy,4R,1,0.9375,1.0084080996457487,0.0,1.0,"[sub-CGAY249, 2, 3, 2, Destroy, 4R, 1, 0.937500, 1.008408, 0.0, 1.0]",0,1,1,0_1_1,1_0_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
