subj,run,set,block,cond,rules,af,mean_accu,median_rt,block1_correct,block2_correct,members,F1Ans,F2Ans,F3Ans,LatentF,ExpectedB1F,B1_t0,B1_t1,B1_t2,B1_t3,B1_t4,B1_t5,B1_t6,B1_t7,B1_t8,B1_t9,B1_t10,B1_t11,B1_t12,B1_t13,B2_t0,B2_t1,B2_t2,B2_t3,B2_t4,B2_t5,B2_t6,B2_t7,B2_t8,B2_t9,B2_t10,B2_t11,B2_t12,B2_t13,B2_t14,B2_t15,group_n
sub-CGAY249,3,4,1,Destroy,4R,1,0.9285714285714286,1.0779162999242544,0.0,1.0,"[sub-CGAY249, 3, 4, 1, Destroy, 4R, 1, 0.928571, 1.077916, 0.0, 1.0]",1,1,1,1_1_0,0_0_1,B1_t0_0,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY249,3,4,2,Destroy,4R,1,0.9375,1.1649934998713434,0.0,1.0,"[sub-CGAY249, 3, 4, 2, Destroy, 4R, 1, 0.937500, 1.164993, 0.0, 1.0]",1,1,0,1_1_0,0_0_1,,,,,,,,,,,,,,,B2_t0_0,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY249,3,5,1,Expand,4R,1,1.0,1.1054148501716554,0.0,1.0,"[sub-CGAY249, 3, 5, 1, Expand, 4R, 1, 1.000000, 1.105415, 0.0, 1.0]",1,1,1,0_1_1,0_0_1,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY249,3,5,2,Expand,4R,1,1.0,0.9170658499933779,0.0,1.0,"[sub-CGAY249, 3, 5, 2, Expand, 4R, 1, 1.000000, 0.917066, 0.0, 1.0]",0,1,1,0_1_1,0_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY249,5,8,1,Preserve,2R,1,0.9285714285714286,0.8621858498081565,0.0,1.0,"[sub-CGAY249, 5, 8, 1, Preserve, 2R, 1, 0.928571, 0.862186, 0.0, 1.0]",0,1,1,0_1_0,0_1_0,B1_t0_0,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY249,5,8,2,Preserve,2R,1,0.9375,0.782249549869448,0.0,1.0,"[sub-CGAY249, 5, 8, 2, Preserve, 2R, 1, 0.937500, 0.782250, 0.0, 1.0]",0,1,0,0_1_0,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY250,2,3,1,Preserve,1R,1,0.7857142857142857,1.4579034999478608,0.0,1.0,"[sub-CGAY250, 2, 3, 1, Preserve, 1R, 1, 0.785714, 1.457903, 0.0, 1.0]",1,0,1,1_0_0,1_0_0,B1_t0_0,B1_t1_1,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_0,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY250,2,3,2,Preserve,1R,1,0.8125,1.2867307499982417,0.0,1.0,"[sub-CGAY250, 2, 3, 2, Preserve, 1R, 1, 0.812500, 1.286731, 0.0, 1.0]",1,0,0,1_0_0,1_0_0,,,,,,,,,,,,,,,B2_t0_0,B2_t1_0,B2_t2_1,B2_t3_0,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY250,3,5,1,Destroy,4R,1,0.9285714285714286,1.3196428501978517,0.0,1.0,"[sub-CGAY250, 3, 5, 1, Destroy, 4R, 1, 0.928571, 1.319643, 0.0, 1.0]",1,1,1,0_1_1,1_0_0,B1_t0_1,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY250,3,5,2,Destroy,4R,1,0.9333333333333333,1.1992923002690077,0.0,1.0,"[sub-CGAY250, 3, 5, 2, Destroy, 4R, 1, 0.933333, 1.199292, 0.0, 1.0]",0,1,1,0_1_1,1_0_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_nan,B2_t2_0,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY250,4,7,1,Expand,2R,2,0.7142857142857143,1.2020040999632329,0.0,1.0,"[sub-CGAY250, 4, 7, 1, Expand, 2R, 2, 0.714286, 1.202004, 0.0, 1.0]",0,1,1,1_1_0,0_1_0,B1_t0_1,B1_t1_0,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_0,B1_t11_1,B1_t12_0,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY250,4,7,2,Expand,2R,2,0.75,1.1934300498105586,0.0,1.0,"[sub-CGAY250, 4, 7, 2, Expand, 2R, 2, 0.750000, 1.193430, 0.0, 1.0]",1,1,0,1_1_0,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_0,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_0,B2_t8_1,B2_t9_0,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY250,5,8,1,Preserve,2R,1,0.8571428571428571,1.133228899911046,0.0,1.0,"[sub-CGAY250, 5, 8, 1, Preserve, 2R, 1, 0.857143, 1.133229, 0.0, 1.0]",0,1,1,0_1_0,0_1_0,B1_t0_0,B1_t1_1,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY250,5,8,2,Preserve,2R,1,0.8125,1.2170790501404554,0.0,1.0,"[sub-CGAY250, 5, 8, 2, Preserve, 2R, 1, 0.812500, 1.217079, 0.0, 1.0]",0,1,0,0_1_0,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_0,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_0,B2_t14_1,B2_t15_1,216
sub-CGAY250,5,9,1,Destroy,4R,1,0.9285714285714286,0.8684903003741056,0.0,1.0,"[sub-CGAY250, 5, 9, 1, Destroy, 4R, 1, 0.928571, 0.868490, 0.0, 1.0]",1,0,0,1_0_1,0_1_0,B1_t0_1,B1_t1_1,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,216
sub-CGAY250,5,9,2,Destroy,4R,1,0.875,1.151436350075528,0.0,1.0,"[sub-CGAY250, 5, 9, 2, Destroy, 4R, 1, 0.875000, 1.151436, 0.0, 1.0]",1,0,1,1_0_1,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_0,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,216
sub-CGAY218,1,1,1,Expand,4R,3,1.0,0.7013798000116367,0.5,0.0,"[sub-CGAY218, 1, 1, 1, Expand, 4R, 3, 1.000000, 0.701380, 0.5, 0.0]",0,0,1,0_1_1,0_0_1,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,8
sub-CGAY218,1,1,2,Expand,4R,3,0.6875,0.9050449500209652,0.5,0.0,"[sub-CGAY218, 1, 1, 2, Expand, 4R, 3, 0.687500, 0.905045, 0.5, 0.0]",1,1,0,0_1_1,0_0_1,,,,,,,,,,,,,,,B2_t0_0,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_0,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_0,B2_t13_1,B2_t14_0,B2_t15_1,8
sub-CGAY224,3,4,1,Destroy,4R,2,0.8571428571428571,1.1097592500736937,0.5,0.0,"[sub-CGAY224, 3, 4, 1, Destroy, 4R, 2, 0.857143, 1.109759, 0.5, 0.0]",0,0,1,1_1_0,0_0_1,B1_t0_0,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,8
sub-CGAY224,3,4,2,Destroy,4R,2,0.875,0.99319149996154,0.5,0.0,"[sub-CGAY224, 3, 4, 2, Destroy, 4R, 2, 0.875000, 0.993191, 0.5, 0.0]",1,0,0,1_1_0,0_0_1,,,,,,,,,,,,,,,B2_t0_0,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_0,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,8
sub-CGAY225,1,1,1,Destroy,4R,1,1.0,1.178906400105916,0.5,0.0,"[sub-CGAY225, 1, 1, 1, Destroy, 4R, 1, 1.000000, 1.178906, 0.5, 0.0]",1,0,0,0_1_1,1_0_0,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,8
sub-CGAY225,1,1,2,Destroy,4R,1,0.4,2.4680059000384063,0.5,0.0,"[sub-CGAY225, 1, 1, 2, Destroy, 4R, 1, 0.400000, 2.468006, 0.5, 0.0]",1,0,1,0_1_1,1_0_0,,,,,,,,,,,,,,,B2_t0_0,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_0,B2_t5_nan,B2_t6_0,B2_t7_1,B2_t8_1,B2_t9_0,B2_t10_1,B2_t11_1,B2_t12_0,B2_t13_0,B2_t14_0,B2_t15_0,8
sub-CGAY235,3,5,1,Expand,4R,1,0.9285714285714286,0.8029017500011832,0.5,0.0,"[sub-CGAY235, 3, 5, 1, Expand, 4R, 1, 0.928571, 0.802902, 0.5, 0.0]",0,0,1,0_1_1,0_0_1,B1_t0_1,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,8
sub-CGAY235,3,5,2,Expand,4R,1,0.75,1.640842849999899,0.5,0.0,"[sub-CGAY235, 3, 5, 2, Expand, 4R, 1, 0.750000, 1.640843, 0.5, 0.0]",1,0,1,0_1_1,0_0_1,,,,,,,,,,,,,,,B2_t0_0,B2_t1_1,B2_t2_0,B2_t3_1,B2_t4_0,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_0,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,8
sub-CGAY215,3,4,1,Expand,2R,1,0.9285714285714286,0.9147406999836676,0.5,1.0,"[sub-CGAY215, 3, 4, 1, Expand, 2R, 1, 0.928571, 0.914741, 0.5, 1.0]",1,0,0,1_0_1,1_0_0,B1_t0_0,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY215,3,4,2,Expand,2R,1,0.9375,0.8652613499871222,0.5,1.0,"[sub-CGAY215, 3, 4, 2, Expand, 2R, 1, 0.937500, 0.865261, 0.5, 1.0]",1,0,1,1_0_1,1_0_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_0,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY216,2,2,1,Destroy,4R,3,1.0,0.7916908000042895,0.5,1.0,"[sub-CGAY216, 2, 2, 1, Destroy, 4R, 3, 1.000000, 0.791691, 0.5, 1.0]",0,0,1,1_1_0,0_0_1,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY216,2,2,2,Destroy,4R,3,0.9375,0.9866389000089839,0.5,1.0,"[sub-CGAY216, 2, 2, 2, Destroy, 4R, 3, 0.937500, 0.986639, 0.5, 1.0]",1,1,0,1_1_0,0_0_1,,,,,,,,,,,,,,,B2_t0_0,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY218,1,0,1,Destroy,4R,3,1.0,1.0724580000096466,0.5,1.0,"[sub-CGAY218, 1, 0, 1, Destroy, 4R, 3, 1.000000, 1.072458, 0.5, 1.0]",0,0,1,1_1_0,0_0_1,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY218,1,0,2,Destroy,4R,3,0.75,1.0696088999975473,0.5,1.0,"[sub-CGAY218, 1, 0, 2, Destroy, 4R, 3, 0.750000, 1.069609, 0.5, 1.0]",1,1,0,1_1_0,0_0_1,,,,,,,,,,,,,,,B2_t0_0,B2_t1_1,B2_t2_0,B2_t3_1,B2_t4_0,B2_t5_1,B2_t6_1,B2_t7_0,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY218,3,5,1,Destroy,4R,3,0.8571428571428571,1.0435865999897942,0.5,1.0,"[sub-CGAY218, 3, 5, 1, Destroy, 4R, 3, 0.857143, 1.043587, 0.5, 1.0]",1,0,0,0_1_1,1_0_0,B1_t0_0,B1_t1_1,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY218,3,5,2,Destroy,4R,3,0.3125,1.3212274000106845,0.5,1.0,"[sub-CGAY218, 3, 5, 2, Destroy, 4R, 3, 0.312500, 1.321227, 0.5, 1.0]",0,1,1,0_1_1,1_0_0,,,,,,,,,,,,,,,B2_t0_0,B2_t1_1,B2_t2_0,B2_t3_0,B2_t4_0,B2_t5_0,B2_t6_1,B2_t7_0,B2_t8_1,B2_t9_0,B2_t10_0,B2_t11_1,B2_t12_1,B2_t13_0,B2_t14_0,B2_t15_0,118
sub-CGAY219,4,7,1,Destroy,4R,3,1.0,0.6910827000101563,0.5,1.0,"[sub-CGAY219, 4, 7, 1, Destroy, 4R, 3, 1.000000, 0.691083, 0.5, 1.0]",0,1,0,1_0_1,0_1_0,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY219,4,7,2,Destroy,4R,3,0.5625,1.0215125999820884,0.5,1.0,"[sub-CGAY219, 4, 7, 2, Destroy, 4R, 3, 0.562500, 1.021513, 0.5, 1.0]",1,0,1,1_0_1,0_1_0,,,,,,,,,,,,,,,B2_t0_0,B2_t1_0,B2_t2_1,B2_t3_0,B2_t4_0,B2_t5_0,B2_t6_1,B2_t7_0,B2_t8_1,B2_t9_1,B2_t10_0,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY219,5,9,1,Expand,2R,1,1.0,0.7712708999752067,0.5,1.0,"[sub-CGAY219, 5, 9, 1, Expand, 2R, 1, 1.000000, 0.771271, 0.5, 1.0]",0,1,0,1_1_0,0_1_0,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY219,5,9,2,Expand,2R,1,0.75,0.8757669499609619,0.5,1.0,"[sub-CGAY219, 5, 9, 2, Expand, 2R, 1, 0.750000, 0.875767, 0.5, 1.0]",1,1,0,1_1_0,0_1_0,,,,,,,,,,,,,,,B2_t0_0,B2_t1_0,B2_t2_1,B2_t3_0,B2_t4_1,B2_t5_0,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY220,1,0,1,Destroy,4R,3,0.7857142857142857,1.3824112999718636,0.5,1.0,"[sub-CGAY220, 1, 0, 1, Destroy, 4R, 3, 0.785714, 1.382411, 0.5, 1.0]",0,0,1,1_1_0,0_0_1,B1_t0_0,B1_t1_1,B1_t2_1,B1_t3_0,B1_t4_1,B1_t5_1,B1_t6_0,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY220,1,0,2,Destroy,4R,3,0.625,1.9862210999708623,0.5,1.0,"[sub-CGAY220, 1, 0, 2, Destroy, 4R, 3, 0.625000, 1.986221, 0.5, 1.0]",1,1,0,1_1_0,0_0_1,,,,,,,,,,,,,,,B2_t0_0,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_0,B2_t6_0,B2_t7_0,B2_t8_0,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY220,5,9,1,Destroy,4R,3,1.0,1.023350150033366,0.5,1.0,"[sub-CGAY220, 5, 9, 1, Destroy, 4R, 3, 1.000000, 1.023350, 0.5, 1.0]",0,1,0,1_0_1,0_1_0,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY220,5,9,2,Destroy,4R,3,0.9333333333333333,1.0027159999590367,0.5,1.0,"[sub-CGAY220, 5, 9, 2, Destroy, 4R, 3, 0.933333, 1.002716, 0.5, 1.0]",1,0,1,1_0_1,0_1_0,,,,,,,,,,,,,,,B2_t0_nan,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY221,2,2,1,Destroy,4R,3,1.0,0.7309841000242159,0.5,1.0,"[sub-CGAY221, 2, 2, 1, Destroy, 4R, 3, 1.000000, 0.730984, 0.5, 1.0]",0,0,1,1_1_0,0_0_1,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY221,2,2,2,Destroy,4R,3,0.875,0.9108925999607891,0.5,1.0,"[sub-CGAY221, 2, 2, 2, Destroy, 4R, 3, 0.875000, 0.910893, 0.5, 1.0]",1,1,0,1_1_0,0_0_1,,,,,,,,,,,,,,,B2_t0_0,B2_t1_1,B2_t2_0,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY221,2,3,1,Expand,4R,1,0.8571428571428571,0.9262049999670126,0.5,1.0,"[sub-CGAY221, 2, 3, 1, Expand, 4R, 1, 0.857143, 0.926205, 0.5, 1.0]",0,0,1,0_1_1,0_0_1,B1_t0_1,B1_t1_0,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY221,2,3,2,Expand,4R,1,1.0,0.848593000031542,0.5,1.0,"[sub-CGAY221, 2, 3, 2, Expand, 4R, 1, 1.000000, 0.848593, 0.5, 1.0]",0,1,1,0_1_1,0_0_1,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY221,4,7,1,Destroy,4R,3,0.9285714285714286,0.8855124000110663,0.5,1.0,"[sub-CGAY221, 4, 7, 1, Destroy, 4R, 3, 0.928571, 0.885512, 0.5, 1.0]",0,1,0,1_0_1,0_1_0,B1_t0_1,B1_t1_1,B1_t2_1,B1_t3_0,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY221,4,7,2,Destroy,4R,3,1.0,0.9690514500252903,0.5,1.0,"[sub-CGAY221, 4, 7, 2, Destroy, 4R, 3, 1.000000, 0.969051, 0.5, 1.0]",1,0,1,1_0_1,0_1_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_1,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY222,5,9,1,Destroy,4R,3,0.8571428571428571,0.8842120500048622,0.5,1.0,"[sub-CGAY222, 5, 9, 1, Destroy, 4R, 3, 0.857143, 0.884212, 0.5, 1.0]",0,1,0,1_0_1,0_1_0,B1_t0_0,B1_t1_0,B1_t2_1,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY222,5,9,2,Destroy,4R,3,0.8125,1.2707793500158004,0.5,1.0,"[sub-CGAY222, 5, 9, 2, Destroy, 4R, 3, 0.812500, 1.270779, 0.5, 1.0]",1,0,1,1_0_1,0_1_0,,,,,,,,,,,,,,,B2_t0_0,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_0,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY224,4,7,1,Destroy,4R,3,0.7857142857142857,0.9134127500001342,0.5,1.0,"[sub-CGAY224, 4, 7, 1, Destroy, 4R, 3, 0.785714, 0.913413, 0.5, 1.0]",0,1,0,1_0_1,0_1_0,B1_t0_1,B1_t1_0,B1_t2_0,B1_t3_0,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY224,4,7,2,Destroy,4R,3,0.875,1.028427749988623,0.5,1.0,"[sub-CGAY224, 4, 7, 2, Destroy, 4R, 3, 0.875000, 1.028428, 0.5, 1.0]",1,0,1,1_0_1,0_1_0,,,,,,,,,,,,,,,B2_t0_0,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY225,1,0,1,Expand,2R,1,0.7857142857142857,1.2529258499853313,0.5,1.0,"[sub-CGAY225, 1, 0, 1, Expand, 2R, 1, 0.785714, 1.252926, 0.5, 1.0]",1,0,0,1_0_1,1_0_0,B1_t0_0,B1_t1_0,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
sub-CGAY225,1,0,2,Expand,2R,1,0.9375,1.7567634999286383,0.5,1.0,"[sub-CGAY225, 1, 0, 2, Expand, 2R, 1, 0.937500, 1.756763, 0.5, 1.0]",1,0,1,1_0_1,1_0_0,,,,,,,,,,,,,,,B2_t0_1,B2_t1_0,B2_t2_1,B2_t3_1,B2_t4_1,B2_t5_1,B2_t6_1,B2_t7_1,B2_t8_1,B2_t9_1,B2_t10_1,B2_t11_1,B2_t12_1,B2_t13_1,B2_t14_1,B2_t15_1,118
sub-CGAY225,3,4,1,Destroy,4R,3,0.8571428571428571,1.2169712000759318,0.5,1.0,"[sub-CGAY225, 3, 4, 1, Destroy, 4R, 3, 0.857143, 1.216971, 0.5, 1.0]",0,0,1,1_1_0,0_0_1,B1_t0_0,B1_t1_1,B1_t2_0,B1_t3_1,B1_t4_1,B1_t5_1,B1_t6_1,B1_t7_1,B1_t8_1,B1_t9_1,B1_t10_1,B1_t11_1,B1_t12_1,B1_t13_1,,,,,,,,,,,,,,,,,118
