Category1,Category2,Block,Trial,mean1,mean2,mean_diff,se_diff,t_value,df,p_value,p_fdr,Significance,Direction
AF1,AF3,2,3,0.956140350877193,0.8157894736842105,0.14035087719298245,0.06657819188794341,2.108060811101698,150,0.040763064405170864,0.1761143541941074,,
AF1,AF3,2,4,0.9298245614035088,0.7297297297297297,0.20009483167377906,0.07781961541351787,2.5712647204758747,149,0.013603650337525254,0.09440898604057883,†,AF1 > AF3
AF1,AF3,2,5,0.9911504424778761,0.7368421052631579,0.25430833721471824,0.0729315599024919,3.486944987255499,149,0.00124748799339285,0.01871231990089275,*,AF1 > AF3
AF1,AF3,2,6,0.8947368421052632,0.9473684210526315,-0.05263157894736836,0.04670208054820493,-1.1269643307013513,150,0.26288740684977624,0.48285442074448703,,
AF1,AF3,2,7,0.9823008849557522,0.7297297297297297,0.25257115522602247,0.07505785958080487,3.3650194215052527,148,0.0017583144505270902,0.021099773406325083,*,AF1 > AF3
AF1,AF3,2,8,0.9210526315789473,0.9473684210526315,-0.02631578947368418,0.04462175200412416,-0.589752492713687,150,0.5571253895808896,0.7012767141577633,,
AF1,AF3,2,9,0.956140350877193,0.9736842105263158,-0.01754385964912286,0.03261342738120619,-0.537933638315876,150,0.5921203992597375,0.730011451142142,,
AF1,AF3,2,10,1.0,0.8421052631578947,0.1578947368421053,0.05994682078436837,2.633913438213185,150,0.01224978994370849,0.09440898604057883,†,AF1 > AF3
AF1,AF3,2,11,0.9824561403508771,0.9210526315789473,0.06140350877192979,0.04601948801122909,1.3342936096322255,150,0.18915029764234795,0.3783005952846959,,
AF1,AF3,2,12,0.9649122807017544,0.9210526315789473,0.04385964912280704,0.04759072740939261,0.9216007300226893,150,0.36127354306293025,0.5374317169531193,,
AF1,AF3,2,13,0.9824561403508771,0.9736842105263158,0.00877192982456132,0.02906978486137123,0.3017542051443839,150,0.7639935671025154,0.8608998722981965,,
AF1,AF3,2,14,0.9736842105263158,0.8947368421052632,0.07894736842105265,0.05265203092100843,1.4994173451636459,150,0.14094391185382496,0.34366078438749725,,
AF1,AF3,2,15,0.9912280701754386,0.9473684210526315,0.04385964912280704,0.0377432742174612,1.1620520485346821,150,0.2518855791556713,0.48233408774490244,,
AF2,AF3,1,0,0.6285714285714286,0.6756756756756757,-0.0471042471042471,0.11381526676158117,-0.41386580591969707,70,0.6802476717825323,0.8088783638989332,,
AF2,AF3,1,1,0.5588235294117647,0.6486486486486487,-0.08982511923688397,0.1174800314050271,-0.764599040046224,69,0.44715882428963794,0.6288170966573033,,
